unknown1,unknown2,unknown3,unknown4,unknown5,unknown6,unknown7,unknown8,unknown9,unknown10,unknown11,unknown12,unknown13,unknown14,unknown15,unknown16,unknown17,target
type2,1510,375,0,0,0,107,3,0,1,0,0,16,0,0,48.4,589,0
type1,1371,375,0,0,0,1,9,0,0,57,0,8,0,0,98.8,1082,0
type3,2558,200,0,0,1,0,143,0,2,14,0,986,0,0,133.4,102,0
type4,2407,200,0,0,0,235,21,0,1,0,0,18,0,0,71.1,1053,0
type1,1227,427,0,0,2,20,34,0,0,0,0,5,0,0,91.2,1073,0
type3,4256,200,0,0,0,7,26,0,0,6,0,26,0,0,132.4,42,0
type1,3307,200,0,0,1,2,7,0,0,227,0,19,0,0,117.8,1278,1
type1,2035,535,0,0,2,4,21,0,0,0,0,12,0,0,92.9,1239,0
type3,1697,897,0,0,4,0,385,0,2,0,2,385,5,0,144.8,7,1
type3,1889,399,0,0,7,1,99,0,0,0,0,310,0,0,129.4,7,0
type1,1373,370,0,0,1,2,21,0,0,247,0,10,0,0,119.2,1351,0
type1,1529,375,0,0,2,2,30,0,2,53,0,5,0,0,121.7,1135,0
type1,1182,382,0,0,2,4,43,0,0,32,0,35,0,0,98.9,833,0
type1,3872,200,0,0,1,1,11,0,0,6,0,20,0,0,103,1280,0
type2,1860,200,0,0,1,467,6,0,2,1,0,14,0,0,37.7,1249,0
type3,3753,200,0,0,0,0,33,0,0,0,0,89,0,0,147.3,15,0
type4,1768,350,0,0,0,360,29,0,0,5,0,17,0,0,70.5,1160,0
type2,1175,200,0,0,0,2,4,0,0,0,0,22,0,0,50.6,492,0
type3,1399,599,0,0,1,0,142,0,1,0,0,951,0,0,162.9,16,0
type1,1346,546,0,0,0,0,12,0,0,2,0,2,0,0,90.2,909,0
type3,4458,200,0,0,3,1,21,0,0,0,0,27,0,0,130.8,8,0
type1,4542,200,0,0,0,2,10,0,0,1,0,16,0,0,93.5,1031,1
type3,1704,200,0,0,2,7,84,0,2,2,0,522,0,0,72.1,1335,0
type3,2057,200,0,0,2,4,199,0.2,3,0,0,51,0,0,128.8,10,0
type3,5044,200,0,0,2,11,160,0,2,0,0,133,0,0,142.6,18,0
type3,1000,200,0,0,1,0,187,0,1,0,0,144,0,0,155.6,5,0
type3,4531,533,0,0,0,13,24,0,0,0,1,35,0,0,110,1413,0
type2,3774,200,0,0,0,13,3,0,0,0,0,8,0,0,45.2,590,0
type4,1939,200,0,0,0,79,21,0,0,12,0,13,0,0,61.6,1121,0
type2,1546,410,0,0,5,85,101,0,1,0,0,37,0,0,57.7,399,0
type1,1936,200,0,0,22,8,98,0,3,34,1,137,0,0,99.4,935,0
type1,2117,617,0,0,0,1,8,0,0,0,0,6,0,0,91.2,1258,0
type3,1847,200,0,0,2,11,86,0,2,0,0,155,0,0,59.2,1162,0
type2,4529,200,0,0,2,28,54,0,0,0,0,12,0,0,67.2,299,0
type3,1850,314,0,0,22,8,1529,0,28,19,1,991,0,0,197.3,27,0
type1,1784,200,0,0,7,9,58,0,1,1,0,10,2,0,101.9,1357,0
type2,2233,200,0,0,1,121,88,0,1,1,0,42,0,0,61.3,451,0
type3,1351,550,0,0,4,4,239,0,2,0,0,974,0,0,125.9,36,0
type1,1577,200,0,0,1,2,10,0,0,45,0,8,0,0,95.1,1141,0
type3,1170,370,0,0,5,1,183,0,4,0,0,255,0,0,184.1,17,0
type3,3060,200,0,1,16,130,1100,0,16,9,7,4584,6,1,153.4,94,0
type3,1489,200,0,0,4,35,174,0,4,1,2,197,0,0,144.4,51,0
type3,2876,200,0,0,2,1,129,0,1,0,1,394,0,0,147.4,6,0
type4,3445,200,0,0,0,20,19,0,0,2,0,1,0,0,65.9,1128,0
type1,1835,354,0,0,0,0,4,0,0,37,1,5,0,0,104.4,916,0
type1,5493,4693,0,0,0,0,13,0,0,0,0,12,0,0,107.8,1092,0
type1,2618,200,0,0,4,2,14,0,0,183,0,8,0,0,126.5,1094,0
type1,1324,200,0,0,3,17,40,0,1,4,1,10,0,0,95.6,982,0
type1,1030,375,0,0,1,2,20,0,0,1,0,13,0,0,97.3,1252,0
type2,2134,200,0,0,0,24,2,0,0,0,0,14,0,0,44.6,736,0
type2,3415,200,0,0,0,8,11,0,0,0,0,15,0,0,47.4,639,0
type1,5699,200,0,0,0,1,10,0,0,0,0,17,0,0,85.4,1011,0
type1,2309,200,0,0,1,40,55,0,3,0,0,9,0,0,87.3,1024,0
type3,2012,200,0,0,2,24,56,0,0,0,1,104,0,0,133.4,22,0
type1,3575,200,0,0,9,64,55,0,2,4,1,18,1,0,90.2,1104,0
type3,2048,200,0,0,2,0,143,0,2,0,0,2052,0,0,174.6,33,0
type3,4248,3350,0,0,1,0,89,0,1,0,0,2829,0,0,132.5,21,0
type2,2341,200,0,0,3,97,70,0,1,11,0,64,0,0,54.8,567,0
type2,2487,200,0,0,0,6,7,0,0,0,0,11,0,0,44,662,0
type3,1770,550,1,0,5,13,578,0,7,13,12,293,0,0,69.6,1469,0
type3,1368,568,0,0,0,23,28,0,0,0,0,6,0,0,134.2,106,0
type2,4567,200,0,0,0,4,7,0,0,0,0,3,0,0,45,569,0
type4,1939,200,0,0,0,279,24,0,1,121,0,21,0,0,68.8,1297,0
type1,2432,200,0,0,0,31,13,0,1,1,0,14,0,0,83.2,1055,0
type2,1914,200,0,0,0,13,6,0,0,0,0,9,0,0,46.7,646,0
type3,1213,413,0,0,11,6,1180,0,13,0,5,3696,7,0,136.3,7,0
type3,3875,900,0,0,3,0,347,0,6,0,0,424,4,0,305.5,36,0
type3,4847,200,0,0,4,32,343,0,4,1,2,59,0,0,124.7,42,0
type3,1214,414,0,0,0,33,85,0,1,0,2,58,0,0,127.8,34,1
type3,2118,590,0,0,0,9,19,0,0,0,0,5,0,0,142,24,0
type1,4147,200,0,0,1,1,12,0,0,66,0,17,0,0,103.5,1283,1
type2,7624,200,0,0,0,3,4,0,0,0,0,7,0,0,66.8,367,0
type3,1144,344,0,0,5,10,224,0,5,0,1,3982,0,0,140,39,0
type3,1170,370,0,0,28,234,1023,0,28,2,5,761,1,0,136.6,164,0
type4,6427,200,0,0,0,69,58,0,2,0,0,33,0,0,28.6,307,0
type3,5159,900,0,0,2,1,416,0,6,11,1,139,0,0,134.6,83,1
type2,9096,632,0,0,0,39,3,0,0,0,0,7,0,0,45.3,621,0
type3,5401,200,0,0,1,0,110,0,2,0,0,4099,0,0,141.5,24,0
type3,2756,550,0,1,11,81,4263,0,59,26,5,15077,0,1,57,1067,0
type1,2663,784,0,0,5,39,58,0,3,38,1,10,0,0,81.4,972,1
type1,1712,200,0,0,1,5,35,0,0,11,0,8,0,0,92.8,1228,0
type1,1655,900,0,0,0,4,13,0,0,0,0,15,0,0,91.4,1127,0
type3,2190,200,0,0,4,0,261,0,2,6,0,128,0,0,124.4,129,0
type2,4985,200,0,0,3,0,13,0,0,0,0,16,0,0,69,376,0
type3,1800,200,0,0,2,18,102,0,2,0,0,10,0,0,145,24,0
type1,4817,4017,0,0,4,9,40,0,2,10,0,5,0,0,99.2,1053,0
type3,4738,200,0,0,5,6,267,0,5,0,0,1283,0,0,128.4,22,0
type3,1178,378,0,0,1,2,121,0,1,2,0,157,0,0,130.5,21,0
type3,1730,200,0,0,2,58,233,0,6,2,0,2776,0,0,141.1,196,0
type1,1184,384,0,0,1,2,9,0,0,3,0,17,0,0,97,1097,0
type3,1000,200,0,0,0,20,14,0,0,0,0,45,0,0,146.1,8,0
type1,6600,200,0,0,1,32,30,0,1,0,1,12,0,0,87.2,1268,0
type3,3473,200,0,0,5,91,1609,0,55,14,4,3315,0,0,54.4,1270,0
type3,2448,200,0,0,0,70,25,0,0,3,0,93,0,0,149.9,10,0
type3,5949,200,0,0,0,0,86,0,0,0,0,96,0,0,148.4,8,0
type2,1380,580,0,0,0,60,10,0.7,0,0,0,19,0,0,47,427,0
type1,10537,200,0,0,6,4,68,0,2,0,1,13,0,0,99.5,1031,0
type1,2533,200,0,0,1,8,41,0,0,0,0,24,0,0,88.5,1099,0
type3,1330,200,0,0,3,93,1081,0,34,14,2,4425,0,0,51.6,1317,0
type3,1719,200,0,0,5,0,238,0,4,0,0,4833,0,0,136.1,25,0
type2,1392,200,0,0,0,133,27,0,0,0,0,10,0,0,43.8,699,0
type3,1720,200,0,0,11,0,451,0,7,0,0,490,0,0,126.6,17,0
type3,1755,200,0,0,2,2,151,0,1,0,0,84,0,0,128.5,65,0
type3,8246,410,0,0,0,0,35,0,0,0,0,77,0,0,194.7,41,0
type1,1380,396,0,0,0,5,10,0,0,4,1,5,0,0,99.7,934,0
type2,1350,200,0,0,0,7,3,0,0,0,0,8,0,0,44.7,575,0
type1,2430,200,0,0,0,0,7,0,0,0,1,9,0,0,100.3,1123,0
type1,3777,200,0,0,0,0,3,0,0,6,0,5,0,0,110.1,1021,0
type3,4875,200,0,0,1,5,84,0,2,0,0,212,0,0,162.9,174,0
type3,4304,530,0,0,7,1,230,0,5,0,0,1124,0,0,144.8,17,0
type2,1749,200,0,0,0,49,3,0,0,3,0,12,0,0,60,537,0
type1,1311,511,0,0,1,2,8,0,0,3,0,5,0,0,105.1,951,0
type3,4194,200,0,0,4,5,258,0,3,11,1,1236,0,0,130.5,149,1
type1,6542,200,0,0,0,7,47,0,0,7,0,5,0,0,89.7,1017,0
type3,12862,200,0,0,7,19,261,0,7,0,2,4039,0,0,183.5,44,0
type1,2620,200,0,0,2,2,16,0,0,181,0,5,0,0,124,1086,0
type1,5170,520,0,0,2,2,16,0,0,221,0,24,0,0,105.4,1279,0
type3,1700,200,0,0,0,0,1,0,0,0,0,11,0,0,145.8,1,0
type3,1632,550,0,0,1,1,60,0,1,0,0,81,0,0,154,16,0
type3,3438,200,0,0,0,0,33,0,0,0,0,164,0,0,140.7,7,0
type1,1373,200,0,0,0,4,18,0,0,226,0,13,0,0,113.3,1405,0
type3,1829,200,0,0,2,0,102,0,1,3,0,69,0,0,131.8,81,0
type3,1672,536,0,0,5,4,173,0,4,0,0,803,0,0,185.6,19,1
type4,1372,572,0,0,1,50,17,0,0,14,0,21,0,0,58.9,1087,0
type3,1361,200,0,0,0,0,35,0,0,0,0,47,0,0,143.2,13,0
type3,4725,200,0,0,0,0,60,0,0,4,0,234,0,0,149.6,108,0
type1,1721,200,0,0,9,4,74,0,0,0,0,6,0,0,98.6,1210,0
type2,2508,200,0,0,2,142,107,0,1,0,0,55,0,0,56.7,551,1
type3,1631,200,0,27,243,3836,31706,0,326,24,141,17911,69,7,322.5,1502,0
type3,1675,200,0,0,0,16,75,0,0,0,0,21,0,0,96.8,20,0
type2,2248,200,0,0,0,3,3,0,0,0,0,29,0,0,43.5,622,0
type3,4867,200,0,0,9,9,372,0,10,1,1,3071,1,0,190.5,23,0
type1,4616,200,0,0,0,12,36,0,0,5,0,14,0,0,94.3,1294,0
type4,1597,200,0,0,0,7,15,0,2,31,0,26,0,0,66.5,1072,0
type4,2169,669,0,0,0,4,17,0,0,0,0,9,0,0,63.4,1137,0
type3,1441,200,1,0,3,17,499,0,6,0,0,10,0,0,148.5,128,0
type1,1310,319,0,0,0,3,16,0,0,6,0,5,0,0,101.4,1013,0
type3,1683,200,0,0,2,2,121,0,2,0,0,212,0,0,138.5,19,1
type1,2405,200,0,0,2,32,24,0,1,17,1,22,1,0,87.4,1103,0
type1,2062,200,0,0,7,43,133,0,2,36,1,12,0,0,86.3,1265,0
type3,6990,593,0,0,4,0,85,0,0,0,0,124,0,0,125.2,12,0
type2,1735,550,0,0,0,8,12,0,0,1,0,8,0,0,44.9,730,0
type3,3522,611,0,0,0,0,69,0,0,1,0,78,0,0,139.3,13,0
type3,3918,200,0,0,3,0,161,0,1,0,0,554,0,0,147.1,24,0
type4,3070,200,0,0,1,4,21,0,1,31,0,14,0,0,71.6,898,0
type1,4278,200,0,0,1,4,54,0,1,132,0,27,0,0,116,1514,0
type3,1709,547,0,0,5,0,207,0,4,1,0,201,0,0,154.7,37,0
type3,3146,427,0,0,8,4,1053,0.3,9,1,4,4052,7,0,207.7,13,0
type1,8655,200,0,0,1,3,18,0,0,0,0,11,0,0,87.1,1095,0
type4,2047,200,0,0,0,354,24,0,4,3,0,7,0,0,64.2,1268,0
type3,1345,200,0,0,1,4,117,0,1,1,0,88,0,0,174.9,15,0
type2,6542,200,0,0,0,5,0,0,0,0,0,11,0,0,47.3,632,0
type1,2714,200,0,0,3,51,57,0,2,13,0,7,0,0,96.2,1024,0
type2,2325,1525,0,0,1,153,22,0,0,1,0,10,0,0,48.9,464,0
type3,4644,1012,0,0,2,0,47,0,0,0,0,52,0,0,129.6,27,0
type1,7287,200,0,0,0,2,19,0,0,0,0,16,0,0,86.3,935,0
type3,1693,200,0,0,6,167,542,0,10,2,0,159,0,0,138.1,160,0
type1,3116,200,0,0,0,2,9,0,0,38,0,9,0,0,103.8,1027,0
type1,2789,252,0,0,0,0,12,0,0,1,0,6,0,0,103,1146,0
type1,3714,200,0,0,0,0,8,0,0,36,0,22,0,0,101.5,1035,0
type3,1672,872,0,0,1,0,153,0,2,0,0,1653,0,0,139.4,18,0
type3,5888,200,0,0,2,6,109,0,1,0,0,755,0,0,160,8,0
type2,2923,200,0,0,0,22,2,0,0,0,0,21,0,0,45.6,678,0
type1,1178,378,0,0,0,0,5,0,0,39,0,9,0,0,94.5,1144,0
type3,1343,200,0,0,2,1,458,0,4,0,0,481,2,0,275.5,65,0
type4,1415,550,0,0,1,1344,21,0,1,16,1,20,0,0,56.4,1146,0
type1,1735,568,0,0,0,1,8,0,0,0,0,5,0,0,86.6,1044,0
type3,7604,435,0,0,19,2,940,0,7,1,2,594,11,0,124.4,36,0
type1,5575,200,0,0,0,2,17,0,0,0,0,8,0,0,101.4,1418,0
type2,3484,200,0,0,0,18,12,0,0,3,0,19,0,0,70.6,330,0
type2,1259,375,0,0,0,26,4,0,0,0,0,5,0,0,45.4,700,0
type2,11570,200,0,0,0,31,5,0,0,0,0,9,0,0,62.9,173,1
type3,1338,200,0,0,1,26,153,0,2,0,1,103,0,0,147.8,27,0
type3,1714,200,0,0,11,245,1115,0,8,2,12,428,3,0,127.4,120,0
type3,1342,542,0,0,6,22,449,0,5,0,0,754,0,0,155.6,14,0
type3,1692,550,1,0,5,11,342,0,4,0,1,5975,0,0,126.4,12,0
type3,5962,200,0,0,2,1,135,0,2,0,0,146,0,0,138.8,20,0
type1,3895,200,0,0,1,2,6,0,0,38,0,4,0,0,104,1131,0
type2,1988,1188,0,0,0,185,4,0,0,0,0,12,0,0,48.1,553,0
type1,4454,200,0,0,2,2,22,0,20,43,0,48,0,0,104.7,1025,0
type3,2110,200,0,0,5,3,790,0,8,2,2,1358,2,0,167,25,0
type2,1980,200,0,0,0,8,1,0,0,0,0,10,0,0,45.4,695,0
type3,2591,200,0,0,0,0,62,0,0,0,0,89,0,0,131.7,10,0
type3,3452,200,0,0,14,116,855,0,11,0,4,814,0,0,122.3,74,0
type3,2354,200,0,0,2,5,106,0,2,0,0,37,0,0,134.2,11,0
type2,1676,200,0,0,0,3,5,0,0,8,0,23,0,0,66.5,509,0
type3,4131,200,0,0,0,0,50,0,0,0,0,68,0,0,189.2,28,0
type3,5743,393,0,0,0,0,91,0,2,0,0,41,0,0,142.2,16,0
type1,3108,200,0,0,3,23,23,0,0,1,0,17,0,0,95.7,997,0
type1,1175,375,0,0,0,2,11,0,0,4,0,5,0,0,95.7,1194,0
type3,1401,200,0,0,6,69,474,0,7,0,2,680,0,0,164.8,59,0
type3,1713,403,0,0,0,3,53,0,0,0,0,38,0,0,133.2,12,0
type3,1732,900,0,0,1,1,102,0,1,0,0,33,0,0,159.3,28,0
type3,2065,200,0,0,1,25,53,0,0,7,1,108,0,0,136.8,66,0
type3,1567,200,0,0,2,4,155,0,2,1,1,114,0,0,51.3,1196,0
type4,1721,550,0,0,1,346,19,0,0,15,0,41,0,0,67.5,1271,0
type3,1786,200,0,0,0,5,42,0,0,0,0,55,0,0,134.5,47,0
type1,4871,550,0,0,0,2,18,0,0,1,0,6,0,0,96.8,1096,0
type3,1613,200,3,0,27,107,912,0.1,24,2,3,2409,5,0,152.3,68,0
type3,2224,200,0,0,3,8,134,0,4,2,1,402,0,0,181.5,42,0
type1,1586,200,0,0,0,1,6,0,0,2,0,21,0,0,95.4,980,0
type3,2210,200,0,4,1,370,150,0,1,2,0,47,0,0,69.3,997,0
type2,2027,200,0,0,0,7,3,0,0,0,0,16,0,0,45.6,720,0
type1,2526,704,0,0,0,1,12,0,0,39,0,13,0,0,92.8,973,0
type1,1308,200,0,0,1,0,21,0,1,99,0,6,0,0,85.97,1206,0
type1,5317,200,0,0,0,5,18,0,0,166,0,11,0,0,114.6,1013,0
type3,1375,200,0,0,1,0,79,0,0,1,0,120,0,1,131.4,16,0
type3,7389,200,0,0,0,2,73,0,0,0,0,6,0,0,131.8,12,1
type3,2085,200,0,0,1,21,45,0,0,0,0,66,0,0,129,22,0
type1,1312,200,0,0,1,2,22,0,0,240,0,19,0,0,115.3,1336,0
type1,1336,536,0,0,3,28,37,0,1,0,1,24,0,0,96.2,1087,0
type1,1875,374,0,0,2,19,34,0,1,12,0,18,0,0,88.1,1143,0
type3,2068,1268,0,0,1,0,186,0,2,1,0,238,0,0,128.4,45,0
type3,1356,556,0,0,2,5,116,0,4,0,0,13392,0,0,183.3,27,1
type3,4512,200,0,0,7,47,371,0,5,0,2,302,0,0,183,71,1
type3,2143,466,0,0,8,97,385,0,8,0,3,557,0,0,150.7,69,0
type1,4110,200,0,0,2,2,21,0,0,41,0,10,0,0,116.8,1041,1
type3,2094,200,0,0,2,6,227,0,2,5,0,52,0,0,134.9,129,0
type3,3100,200,0,0,2,2,214,0,3,3,0,146,0,0,131.4,103,0
type1,1513,713,1,0,3,3,29,0,1,13,0,12,0,0,112.3,1431,0
type3,1374,200,0,0,2,1,145,0,2,0,0,240,1,0,169.4,11,0
type1,4514,200,0,0,1,2,15,0,0,53,0,10,0,0,107.7,1033,0
type3,1342,200,0,0,5,7,299,0,4,0,1,6541,0,0,99.1,624,0
type3,5430,200,0,0,1,15,275,0,4,4,1,184,0,0,147.8,87,0
type1,3090,200,0,0,0,4,11,0,0,17,0,10,0,0,100.3,1133,0
type3,2438,550,0,0,0,2,22,0,8,0,0,31,0,0,55.8,1491,0
type1,2255,1455,0,0,4,60,69,0,3,24,0,4,0,0,101.1,1219,0
type1,5411,200,0,0,1,13,20,0,2,3,0,5,0,0,101.5,993,0
type3,3480,200,0,0,4,19,42,0,0,0,1,38,0,0,131.5,37,0
type3,1555,200,0,0,2,4,185,0,1,0,0,206,0,0,148.8,29,0
type1,7727,200,0,0,0,1,9,0,0,217,0,7,0,0,115.6,1239,0
type3,4646,1012,0,0,2,0,100,0,1,0,0,105,0,0,131.7,12,0
type4,3450,200,0,0,0,302,24,0,0,4,0,11,0,0,55.5,938,0
type2,5409,200,0,0,0,320,154,0,1,0,0,22,0,0,43.7,596,0
type1,1700,200,0,0,2,3,16,0,0,249,0,3,0,0,113.6,1538,0
type1,8737,200,0,0,0,2,16,0,0,227,0,22,0,0,111.9,1346,0
type3,3632,200,0,0,0,0,30,0,0,16,0,57,0,0,133.4,102,0
type3,1738,200,0,0,0,0,37,0,0,0,0,125,0,0,130.7,10,0
type2,2264,200,0,0,0,259,142,0,2,0,0,23,0,0,44,638,0
type1,5552,200,0,0,0,1,11,0,0,152,0,8,0,0,103.7,1385,0
type3,1682,375,0,0,3,16,145,0,2,0,1,59,0,0,149.2,24,0
type3,2136,200,0,0,16,14,1485,0,14,1,2,8776,10,0,126.3,19,1
type3,3831,200,0,0,2,22,95,0,2,0,0,118,0,0,151.9,35,0
type3,1632,200,0,0,2,13,80,0,1,1,0,143,0,0,130.5,24,0
type1,6600,200,0,0,4,7,29,0,1,0,0,6,0,0,92.5,1054,0
type2,1189,550,0,0,1,247,68,0,1,1,1,44,0,0,44.2,652,1
type2,2195,200,0,0,0,2,0,0,0,0,0,15,0,0,44.9,378,0
type3,2571,550,0,0,6,7,756,0,7,7,1,61,0,0,137.2,72,0
type3,1418,200,0,0,0,2,94,0,0,16,0,209,0,0,126.5,117,0
type1,1704,200,0,0,1,4,13,0,0,3,0,10,0,0,100.3,1232,0
type3,1560,200,0,0,0,0,159,0,9,6,0,103,0,0,128.8,52,0
type3,3977,550,0,0,0,7,32,0,0,0,0,56,0,0,119,1290,0
type4,6539,200,0,0,0,2,21,0,0,79,0,22,0,0,70.3,1186,0
type1,1869,200,0,0,1,3,34,0,1,40,0,30,0,0,105.8,1195,0
type2,2075,200,0,0,0,12,3,0,0,0,0,24,0,0,45.6,691,0
type1,1459,659,0,0,5,11,60,0,1,76,0,8,0,0,93.6,981,0
type1,2437,550,0,0,3,46,39,0,2,16,0,10,0,0,82,1092,0
type1,1371,200,0,0,3,5,12,0,0,285,0,11,0,0,112.8,1405,0
type1,1681,881,0,0,2,23,52,0,0,0,0,8,0,0,89,1148,0
type3,1702,200,0,0,3,5,153,0,6,5,0,208,0,0,59.4,1296,0
type3,4129,200,0,0,1,0,101,0,3,0,0,256,0,0,133.9,23,0
type3,1156,200,0,0,3,1,406,0,6,0,0,640,0,0,174.1,94,0
type3,2422,1622,0,0,2,1,104,0,1,1,0,66,2,0,136.4,23,0
type2,1990,455,0,0,1,8,11,0,0,0,0,31,0,0,57.9,345,1
type4,3055,200,0,0,0,0,7,0,0,2,0,9,0,0,73.8,1074,0
type3,1368,568,0,0,4,59,323,0.2,5,4,2,63,0,0,148.3,137,0
type2,2081,1281,0,0,1,199,55,0,1,0,0,14,0,0,44.1,612,0
type2,2166,1366,0,0,0,19,12,0,0,0,0,26,0,0,66.6,98,0
type2,5273,200,0,0,0,6,1,0,0,0,0,10,0,0,49.8,407,1
type3,1342,200,0,0,2,1,138,0,1,0,0,944,0,0,143.9,20,0
type3,2236,200,0,0,33,12,3276,0,35,0,12,7081,15,0,142.2,30,0
type3,2419,542,0,0,0,1,111,0,2,0,0,335,0,0,142.4,10,0
type3,4892,200,0,0,0,27,28,0,0,0,0,37,0,0,109.7,1205,0
type3,2756,550,0,0,1,80,258,0,2,3,1,287,0,0,144.6,86,0
type3,2057,200,0,0,2,3,110,0,0,1,0,1766,0,0,129.1,33,0
type3,2442,1642,0,0,6,39,267,0,4,3,1,288,3,0,140.6,47,1
type3,3794,200,0,0,5,70,275,0,4,2,1,134,0,0,134.6,124,0
type1,1704,200,0,0,9,6,31,0,0,231,0,12,0,0,118.7,1289,0
type3,1403,200,0,0,2,0,41,0,1,0,0,240,0,0,137,24,0
type3,1989,200,0,0,0,0,32,0,0,0,0,66,0,0,135.6,32,0
type1,2375,200,0,0,0,2,21,0,0,232,0,8,0,0,105.1,1398,0
type3,1357,557,1,0,2,1,110,0,3,1,1,220,0,0,134,86,0
type3,3090,429,0,0,3,3,89,0,1,2,0,40,0,0,178.9,69,0
type1,7405,200,0,0,1,3,21,0,0,209,0,16,0,0,113.1,1390,0
type3,1752,200,0,0,9,3,2795,0.4,18,14,1,199,0,0,178.8,9,0
type3,4549,200,0,0,1,2,13,0,0,0,0,7,0,0,176.3,32,0
type3,2927,587,0,0,0,15,67,0,2,0,1,82,0,0,110.2,1407,0
type3,3852,550,0,3,4,60,835,0,33,9,3,8511,0,1,55.6,1012,0
type3,2714,200,0,0,3,3,181,0,3,4,0,134,0,0,130.7,104,0
type3,7848,200,0,0,0,1,134,0,0,0,0,410,0,0,125.7,17,0
type3,1342,200,0,0,0,13,99,0,1,1,0,125,0,0,111.2,1271,0
type3,1207,407,0,0,0,0,209,0,3,0,0,123,0,0,167.9,7,0
type3,1263,200,0,0,4,21,258,0,3,0,0,649,0,0,129.4,31,0
type2,1084,200,0,0,0,8,6,0,0,0,0,25,0,0,46.6,702,0
type3,3026,200,0,0,0,3,22,0,0,0,0,24,0,0,129.1,4,0
type3,2030,530,0,0,0,309,68,0,0,0,0,134,0,0,106.9,871,0
type3,1171,371,0,0,16,53,679,0,12,1,2,1597,0,0,143.5,44,0
type3,1430,200,0,0,0,0,50,0,0,0,0,245,0,0,150.8,14,0
type2,1282,200,0,0,0,2,2,0,0,0,0,9,0,0,44.4,652,0
type2,2453,200,0,0,1,173,5,0,0,1,1,9,0,0,48.3,592,0
type1,1317,375,0,0,1,2,19,0,1,0,0,17,0,0,98.8,921,0
type3,2736,200,0,0,34,3,980,0,8,0,5,697,4,0,149.4,9,0
type1,1500,352,0,0,0,2,5,0,0,3,0,5,0,0,105.2,957,0
type2,1791,200,0,0,0,5,6,0,0,2,0,4,0,0,68.8,289,0
type3,3826,459,0,0,1,2,14,0,0,0,0,18,0,0,130.5,42,0
type1,1672,200,0,0,1,1,14,0,0,81,0,7,0,0,92.5,900,0
type2,4362,200,0,0,1,11,13,0,0,0,0,6,0,0,62.2,382,0
type1,2325,200,1,0,2,9,111,0,2,204,1,53,1,0,161.4,1468,0
type3,5902,550,0,0,0,1,12,0,0,1,1,118,0,0,62.7,1263,0
type4,6460,200,0,0,0,184,10,0,1,9,0,11,0,0,68.5,1290,0
type3,1227,200,0,0,3,5,185,0,3,0,0,306,0,0,153.3,7,0
type3,1861,200,0,0,1,0,56,0,0,12,0,42,0,0,140.5,11,0
type3,4224,200,0,0,19,136,1171,0.1,15,2,6,580,0,0,140.6,94,0
type1,1553,566,0,0,0,0,10,0,0,0,0,10,0,0,99.9,1098,1
type1,3142,200,0,0,2,4,28,0,0,172,0,27,0,1,119.6,1257,1
type3,1697,897,0,0,0,0,2,0,0,0,0,5,0,0,153,20,0
type3,1306,200,0,0,2,0,79,0,0,0,0,127,0,0,148,13,0
type3,5963,200,0,0,2,5,68,0,0,0,0,50,0,0,135.9,19,0
type1,2005,200,0,0,3,3,25,0,0,1,0,16,0,0,104.3,1178,0
type3,1382,582,0,0,3,9,79,0,3,2,5,104,0,0,55.7,1414,0
type2,2098,550,0,0,0,249,96,0,1,0,0,20,0,0,44.6,652,0
type1,1339,375,0,0,2,8,25,0,1,244,1,13,0,1,98.5,1411,0
type3,1371,441,0,0,0,38,16,0,0,0,2,18,0,0,146.3,30,0
type4,2143,1343,0,0,0,0,8,0,0,1,0,8,0,0,74.3,776,0
type3,2752,384,0,0,6,367,1150,0,95,12,6,227,0,0,52.9,1095,0
type3,10205,200,0,0,3,11,264,0,5,12,1,231,0,0,71.5,1369,1
type1,3410,993,0,0,1,4,21,0,0,93,0,15,0,0,107.5,1327,0
type3,1939,200,0,0,7,11,936,0,9,9,2,738,0,0,69.9,1398,0
type1,2075,200,0,0,1,1,12,0,0,40,0,13,0,0,106.5,1129,0
type1,1726,375,0,0,0,2,12,0,0,2,0,20,0,0,94.2,927,0
type1,1972,200,0,0,1,4,19,0,0,15,0,5,0,0,89.8,790,0
type2,1189,389,0,0,0,5,3,0,0,0,0,6,0,0,45.1,686,0
type3,1322,550,0,0,4,2,553,0,4,0,2,499,2,0,126.8,10,0
type1,1166,366,0,0,0,40,36,0,2,39,0,6,0,0,90.2,1116,0
type3,6321,200,0,0,0,43,94,0,1,1,0,90,0,0,146,29,0
type3,2195,200,0,0,0,6,14,0,0,0,0,11,0,0,139.3,11,0
type3,2625,200,0,0,3,1,267,0,6,3,2,186,1,0,144,26,0
type2,4628,200,0,0,3,7,17,0,0,9,0,20,0,0,52.4,622,0
type3,1202,402,0,0,8,8,1014,0,9,43,0,24,0,0,148.5,32,0
type1,2539,690,0,0,1,2,20,0,0,38,0,19,0,0,113,1097,0
type2,1537,200,0,0,0,3,3,0,0,0,0,9,0,0,70.3,252,0
type1,2773,200,0,0,2,3,20,0,0,266,0,15,0,0,110.4,1558,0
type3,1441,200,0,0,0,43,8,0,0,0,2,7,0,0,148.6,26,0
type3,1403,200,0,0,15,1,951,0,11,2,0,414,4,0,127.1,70,0
